carat,cut,color,clarity,depth,table,x,y,z,price
2.21,Premium,J,SI2,62.7,57.0,8.33,8.25,5.2,13642
0.86,Very Good,J,SI2,63.2,61.0,6.05,5.97,3.79,1950
1.06,Ideal,F,IF,61.0,57.0,6.64,6.55,4.02,11195
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,775
0.32,Ideal,I,SI1,60.5,58.0,4.43,4.49,2.7,450
0.54,Premium,E,VS2,59.2,58.0,5.32,5.35,3.16,1754
0.35,Premium,I,VS1,60.7,62.0,4.59,4.53,2.77,709
0.71,Premium,E,SI1,59.1,61.0,5.84,5.8,3.44,2863
0.27,Ideal,F,VVS1,62.5,56.0,4.1,4.14,2.57,760
0.39,Premium,E,VS2,61.4,58.0,4.73,4.68,2.89,951
1.71,Very Good,J,VS1,61.9,59.0,7.6,7.69,4.73,10428
1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,3838
1.0,Very Good,D,VS2,59.8,60.0,6.46,6.49,3.87,7281
0.5,Fair,G,I1,64.9,57.0,5.01,4.97,3.24,727
0.25,Ideal,D,SI1,61.5,55.0,4.09,4.14,2.52,452
0.74,Ideal,H,VVS2,61.2,57.0,5.79,5.85,3.56,2961
2.0,Very Good,I,VS2,63.5,59.0,7.98,7.93,5.05,15025
1.02,Premium,F,VVS2,62.9,59.0,6.42,6.37,4.02,9103
0.72,Ideal,F,VS2,62.0,57.0,5.77,5.72,3.56,2607
0.31,Premium,F,VS2,61.6,58.0,4.35,4.38,2.69,625
0.7,Premium,E,SI1,61.2,57.0,5.73,5.68,3.49,2777
1.18,Premium,G,SI2,,60.0,6.88,6.81,4.14,4988
0.54,Premium,G,SI2,61.4,59.0,5.21,5.24,3.21,1090
1.02,Very Good,D,IF,62.7,57.0,6.36,6.46,4.02,15306
1.01,Very Good,G,VS2,59.2,59.0,6.52,6.59,3.88,5999
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1928
0.72,Ideal,I,VVS2,62.8,57.0,5.69,5.74,3.59,2594
1.66,Very Good,H,SI1,62.8,56.0,7.53,7.57,4.74,10134
1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,4518
1.21,Good,H,VS1,59.5,65.0,6.88,6.84,4.08,6871
0.54,Ideal,G,SI1,61.4,54.0,5.27,5.35,3.26,1384
1.0,Fair,F,SI2,65.7,61.0,6.13,6.11,4.02,3443
0.31,Good,E,SI1,63.1,57.0,4.28,4.31,2.71,544
1.07,Premium,H,VS1,62.5,56.0,6.6,6.52,4.1,5764
1.16,Premium,D,I1,61.8,59.0,6.78,6.74,4.18,3711
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7619
0.41,Ideal,D,SI1,60.8,57.0,4.84,4.8,2.93,1015
0.56,Ideal,G,VVS1,62.3,55.0,5.25,5.31,3.29,2055
1.15,Ideal,H,SI2,62.5,58.0,6.65,6.69,4.17,5306
0.9,Very Good,D,SI1,62.5,59.0,6.11,6.15,3.83,4579
1.02,Ideal,G,VS1,61.5,55.0,6.49,6.52,4.0,7357
0.7,Premium,G,VS2,62.9,62.0,5.63,5.57,3.52,2550
0.7,Ideal,G,VS1,61.1,56.0,5.72,5.74,3.5,3017
0.38,Ideal,F,VVS1,,53.0,4.63,4.67,2.9,1096
1.21,Ideal,F,VS2,61.2,57.0,6.87,6.82,4.19,8452
0.72,Very Good,F,SI1,63.1,56.0,5.68,5.67,3.58,2670
1.03,Premium,E,SI1,59.5,60.0,6.64,6.56,3.93,6091
0.9,Good,F,SI2,63.2,57.0,6.09,6.15,3.87,3267
0.3,Ideal,F,VS2,60.7,56.0,4.34,4.32,2.63,776
0.53,Ideal,H,VS2,61.4,56.0,5.2,5.23,3.2,2031
1.05,Premium,G,SI2,60.1,60.0,6.66,6.58,3.98,3898
0.39,Ideal,G,VS1,62.0,55.0,4.71,4.66,2.9,1077
1.41,Good,F,SI1,63.7,58.0,7.06,7.01,4.48,8212
0.83,Ideal,D,SI1,61.3,56.0,6.04,6.06,3.71,3990
1.16,Ideal,G,SI2,61.5,54.0,6.78,6.75,4.16,5301
1.01,Good,G,SI1,62.2,65.0,6.34,6.3,3.93,3871
1.03,Premium,H,VS2,61.6,61.0,6.51,6.44,3.99,5364
0.31,Very Good,G,VS1,62.2,56.0,4.32,4.36,2.7,625
1.25,Ideal,J,VVS2,61.1,57.0,6.91,6.94,4.23,5975
1.21,Very Good,J,VS2,,58.0,6.79,6.83,4.25,4191
0.9,Ideal,H,VS1,61.2,57.0,6.28,6.24,3.83,4064
1.03,Premium,E,VS2,62.5,59.0,6.44,6.42,4.02,6183
0.36,Premium,H,VS2,60.0,62.0,4.62,4.58,2.76,729
1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6573
0.9,Very Good,J,SI1,63.6,57.0,6.07,6.1,3.87,3225
0.3,Good,D,SI2,60.8,65.0,4.26,4.29,2.6,414
1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,10809
0.56,Ideal,E,VVS1,62.1,56.0,5.28,5.29,3.28,2750
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,10473
0.34,Premium,G,SI2,62.8,58.0,4.46,4.43,2.79,574
2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86,17379
2.15,Ideal,J,VS1,60.9,55.0,8.35,8.39,5.1,15613
0.73,Ideal,G,SI1,60.9,57.0,5.81,5.85,3.55,3089
0.52,Ideal,D,VS2,61.0,57.0,5.18,5.21,3.17,1774
0.34,Premium,D,SI2,60.6,60.0,4.53,4.48,2.73,650
0.31,Premium,G,VS1,61.2,59.0,4.37,4.35,2.67,802
0.3,Very Good,G,VS1,62.8,57.0,4.24,4.26,2.67,605
1.01,Premium,F,VS2,60.9,58.0,6.47,6.41,3.92,6446
1.5,Ideal,J,VS2,60.0,57.0,7.45,7.36,4.44,7503
1.07,Ideal,J,SI1,60.8,56.0,6.61,6.57,4.01,3775
0.5,Ideal,H,SI1,62.0,56.0,5.09,5.12,3.16,1178
1.01,Premium,G,SI1,63.0,60.0,6.34,6.3,3.98,4118
0.73,Good,E,VS2,63.3,60.0,5.67,5.73,3.61,2723
0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,838
0.55,Ideal,H,SI2,62.2,54.0,5.28,5.3,3.29,1057
0.23,Very Good,E,VVS1,58.8,61.0,3.98,4.01,2.35,485
1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,3199
1.04,Premium,H,SI1,62.6,59.0,6.47,6.43,4.04,4980
0.43,Premium,D,SI1,60.1,58.0,4.89,4.93,2.95,830
0.3,Ideal,H,VS1,62.1,57.0,4.27,4.3,2.66,507
0.35,Very Good,G,VVS2,62.4,56.0,4.47,4.53,2.81,798
0.5,Very Good,J,VS2,63.4,58.0,5.07,5.02,3.2,1023
0.71,Good,G,SI1,64.1,58.0,5.6,5.63,3.6,2240
1.71,Premium,G,VS1,62.3,58.0,7.65,7.61,4.75,17197
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1356
1.71,Ideal,J,VVS2,,59.0,7.65,7.68,4.72,10945
1.04,Premium,I,SI1,61.8,60.0,6.51,6.47,4.01,4368
0.24,Premium,H,VVS1,61.2,58.0,4.01,3.96,2.44,554
0.45,Premium,G,VVS1,60.8,58.0,4.92,4.98,3.01,1263
0.31,Ideal,G,VS2,62.7,57.0,4.34,4.31,2.71,698
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4318
0.28,Very Good,F,VVS2,60.2,58.0,4.26,4.28,2.57,628
1.2,Premium,I,VS2,62.6,61.0,6.76,6.68,4.21,5645
0.51,Ideal,E,VS2,60.4,57.0,5.15,5.18,3.12,1656
1.5,Very Good,G,VVS1,63.3,58.0,7.19,7.27,4.58,14842
1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19,6888
0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,1099
0.54,Good,E,SI2,63.8,54.0,5.18,5.17,3.3,1250
1.31,Ideal,J,SI1,62.5,56.0,6.95,7.04,4.37,6337
0.31,Ideal,D,IF,61.1,56.0,4.42,4.39,2.69,1310
0.51,Ideal,H,IF,60.3,58.0,5.15,5.17,3.11,1899
0.24,Good,F,VS1,60.8,64.0,3.96,4.0,2.42,373
0.33,Ideal,I,SI2,61.8,55.0,4.49,4.51,2.78,403
0.54,Very Good,E,VS1,61.7,58.0,5.24,5.27,3.24,1676
1.02,Premium,G,SI1,62.3,59.0,6.44,6.4,4.0,4718
0.53,Ideal,F,VS2,61.6,56.0,5.26,5.23,3.23,2290
2.22,Good,I,SI1,57.8,58.0,8.58,8.54,4.95,17151
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4764
0.41,Ideal,G,IF,61.7,56.0,4.77,4.8,2.95,1367
0.46,Good,F,VS1,56.5,61.0,5.11,5.05,2.87,1157
1.13,Premium,I,VS1,62.2,58.0,6.68,6.63,4.14,5316
0.3,Very Good,I,VS1,60.8,59.0,4.3,4.32,2.62,473
0.52,Ideal,E,SI2,61.8,57.0,5.14,5.18,3.19,1146
0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51,2586
0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24,2030
0.33,Ideal,E,VS2,,57.0,4.44,4.41,2.75,928
0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,6830
0.33,Ideal,I,SI1,63.0,57.0,4.39,4.37,2.76,557
0.31,Premium,G,VS1,61.8,59.0,4.32,4.35,2.68,625
1.3,Very Good,J,VS2,63.3,57.0,6.98,6.96,4.41,4106
2.03,Premium,J,SI2,61.7,61.0,8.18,8.04,5.0,12078
0.53,Premium,D,SI1,61.6,59.0,5.2,5.16,3.19,1753
0.72,Very Good,E,SI2,61.0,59.0,5.73,5.78,3.51,3084
0.52,Very Good,D,SI1,63.8,56.0,5.06,5.1,3.24,1452
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5453
1.0,Ideal,D,SI1,60.2,57.0,6.48,6.54,3.92,4774
1.03,Very Good,H,SI1,60.4,60.0,6.41,6.53,3.91,5050
0.71,Very Good,E,VS2,61.2,58.0,5.71,5.79,3.52,2891
1.01,Ideal,G,SI1,62.7,57.0,6.3,6.34,3.96,5555
0.7,Good,F,VS1,63.7,55.0,5.56,5.61,3.56,2724
0.3,Ideal,I,VS1,62.5,57.0,4.32,4.29,2.69,608
1.2,Very Good,H,SI1,62.5,59.0,6.66,6.72,4.18,6019
1.62,Ideal,I,VS2,,55.0,7.56,7.59,4.68,11217
0.36,Ideal,E,VVS2,61.0,55.0,4.6,4.62,2.81,1131
1.0,Good,I,SI1,65.2,56.0,6.21,6.27,4.07,3836
0.41,Ideal,E,VS2,62.5,55.0,4.74,4.77,2.97,935
0.33,Very Good,E,SI1,63.4,55.0,4.4,4.37,2.78,743
0.91,Very Good,G,SI2,62.8,59.0,6.09,6.14,3.84,3006
1.1,Premium,G,VS2,59.6,60.0,6.72,6.7,4.0,6121
0.56,Ideal,G,VS2,,57.0,5.37,5.39,3.21,1662
2.1,Premium,G,SI2,60.9,57.4,8.17,8.27,5.0,16112
1.23,Ideal,I,SI1,62.0,57.0,6.91,6.87,4.27,5855
0.32,Ideal,G,VS2,61.8,57.0,4.4,4.37,2.71,720
0.5,Premium,E,SI1,62.0,59.0,5.1,5.06,3.15,1415
0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826
0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
1.26,Premium,H,SI2,60.9,57.0,7.03,6.96,4.26,5434
0.33,Premium,E,VS1,61.5,59.0,4.46,4.42,2.73,1002
2.0,Premium,G,SI2,60.7,60.0,8.13,8.07,4.92,10833
1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,9659
0.38,Ideal,I,VS2,61.4,55.0,4.66,4.69,2.87,675
0.53,Ideal,F,VVS2,62.1,56.0,5.22,5.15,3.22,2290
0.3,Premium,H,VS1,62.2,60.0,4.29,4.23,2.65,675
0.4,Ideal,G,SI1,60.9,55.0,4.82,4.79,2.93,873
0.54,Ideal,I,VS1,61.5,56.0,5.24,5.26,3.23,1147
0.34,Premium,E,VS2,62.8,58.0,4.45,4.43,2.79,956
0.9,Very Good,E,VS1,62.3,56.0,6.1,6.19,3.83,5001
1.06,Premium,E,VS2,61.3,58.0,6.56,6.52,4.01,7408
0.65,Ideal,D,VVS1,61.8,57.0,5.54,5.56,3.43,4022
1.5,Good,E,SI2,64.5,58.0,7.06,7.11,4.57,8492
1.14,Very Good,H,SI2,63.3,57.0,6.6,6.63,4.19,4615
2.01,Very Good,J,VS2,60.8,58.0,8.08,8.16,4.94,12968
1.23,Ideal,G,VS2,62.4,57.0,6.88,6.83,4.28,8233
1.21,Ideal,I,VS2,62.3,58.0,6.79,6.75,4.22,5387
0.52,Ideal,G,VVS2,61.6,56.0,5.18,5.15,3.18,1878
0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69,540
0.91,Premium,H,VS1,61.8,54.0,6.32,6.27,3.89,4670
0.9,Premium,G,VS2,60.0,59.0,6.3,6.23,3.76,4424
1.2,Premium,I,VS2,62.3,57.0,6.79,6.74,4.22,4844
0.34,Good,H,SI1,63.7,57.0,4.45,4.44,2.83,628
0.3,Ideal,G,IF,61.7,55.0,4.31,4.34,2.67,895
1.02,Ideal,F,SI2,61.8,57.0,6.49,6.43,3.99,4832
0.91,Ideal,J,VS2,62.1,56.0,6.18,6.22,3.85,3256
0.35,Ideal,H,VS2,61.7,56.0,4.55,4.59,2.82,571
1.13,Premium,J,VS1,61.1,59.0,6.74,6.67,4.1,4873
0.3,Ideal,G,VS2,61.6,57.0,4.3,4.33,2.66,545
0.8,Premium,G,SI2,59.7,62.0,6.02,5.98,3.58,2484
0.5,Very Good,F,SI2,62.4,56.0,5.08,5.12,3.18,1147
0.3,Ideal,D,VS1,61.2,59.0,4.29,4.31,2.63,742
0.71,Good,J,SI1,61.5,62.0,5.61,5.66,3.47,1755
0.51,Ideal,H,VS1,61.2,55.0,5.17,5.19,3.17,1780
1.21,Premium,I,SI1,62.1,56.0,6.92,6.76,4.25,5421
0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6,2728
0.31,Very Good,D,SI2,62.5,55.0,4.3,4.34,2.7,462
0.7,Premium,G,SI1,60.5,57.0,5.75,5.68,3.46,2415
2.02,Ideal,I,VS2,61.5,58.0,8.19,8.11,5.01,16018
0.35,Ideal,E,VVS2,61.0,57.0,4.54,4.58,2.78,849
0.4,Ideal,E,SI1,62.7,57.0,4.72,4.69,2.95,945
0.44,Premium,G,VVS2,60.9,57.0,4.93,4.89,2.99,1155
0.62,Premium,F,SI1,61.3,60.0,5.48,5.45,3.35,1633
1.25,Very Good,G,VS1,60.7,56.0,6.93,7.01,4.23,9116
0.31,Ideal,F,VVS1,60.7,56.0,4.4,4.37,2.66,878
0.52,Good,H,SI1,63.1,57.0,5.09,5.14,3.23,1111
0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,999
0.8,Very Good,G,SI1,59.4,60.0,6.03,6.06,3.59,2723
0.71,Good,D,VS2,63.6,54.0,5.7,5.75,3.64,4289
1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,8979
1.01,Premium,G,SI2,59.5,55.0,6.59,6.53,3.9,4355
0.75,Ideal,D,VS1,62.4,54.0,5.86,5.84,3.65,3696
0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
1.17,Ideal,I,VS1,61.5,57.0,6.74,6.79,4.16,5892
0.52,Good,G,VS1,63.9,56.0,5.08,5.12,3.26,1576
0.71,Ideal,H,VS1,61.9,56.0,5.7,5.74,3.54,2909
0.53,Good,I,SI2,63.6,58.0,5.08,5.11,3.24,942
0.72,Ideal,J,VVS2,60.9,58.0,5.74,5.78,3.51,2136
0.71,Premium,J,SI2,60.7,59.0,5.75,5.71,3.48,1609
0.64,Ideal,F,VS1,61.9,56.8,5.55,5.6,3.45,2222
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,680
1.27,Ideal,H,SI1,60.6,57.0,7.07,7.0,4.26,6785
0.7,Premium,H,VS2,61.0,59.0,5.72,5.65,3.47,2251
0.33,Premium,E,SI1,60.4,59.0,4.47,4.43,2.69,743
1.52,Good,J,VS2,63.1,61.0,7.19,7.23,4.55,6982
0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,4165
0.39,Premium,J,VS1,61.6,59.0,4.67,4.71,2.89,616
1.01,Good,G,VS1,59.2,63.0,6.5,6.48,3.84,6407
0.7,Very Good,G,VS1,62.8,57.0,5.63,5.68,3.55,2475
0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1019
0.73,Premium,D,SI1,60.5,58.0,5.85,5.82,3.53,2498
0.32,Ideal,H,VS2,61.5,55.0,4.41,4.44,2.72,523
0.24,Ideal,D,VS1,62.6,57.0,3.92,4.0,2.48,687
0.57,Very Good,E,VS1,62.9,56.0,5.31,5.35,3.35,1942
1.0,Good,D,SI1,64.2,56.0,6.23,6.29,4.02,5642
0.3,Ideal,D,SI2,61.1,58.0,4.31,4.33,2.64,413
0.7,Very Good,J,SI2,63.6,56.0,5.57,5.63,3.56,1609
0.93,Ideal,F,SI2,59.5,57.0,6.37,6.33,3.78,3828
0.7,Premium,F,VVS2,58.7,60.0,5.8,5.75,3.39,3062
0.59,Ideal,F,VS2,60.6,56.0,5.43,5.48,3.31,1834
1.71,Premium,G,SI1,60.6,58.0,7.79,7.75,4.71,13666
0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
1.26,Fair,G,SI2,53.2,61.0,7.44,7.36,3.94,4966
0.66,Ideal,E,SI1,62.8,57.0,5.58,5.53,3.49,1901
0.32,Ideal,E,VS2,62.0,54.0,4.41,4.37,2.72,900
0.91,Ideal,E,SI2,60.8,56.0,6.25,6.29,3.81,3968
0.9,Good,J,VS2,62.3,64.0,6.09,6.17,3.82,3423
1.45,Very Good,I,IF,60.6,61.0,7.32,7.41,4.46,9683
2.22,Ideal,I,VS2,61.3,56.0,8.36,8.45,5.15,18363
0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3162
0.8,Premium,H,SI1,62.5,55.0,5.97,5.93,3.72,2553
0.3,Ideal,I,VVS1,61.3,57.0,4.34,4.31,2.65,709
2.09,Ideal,J,VS1,61.2,59.0,8.31,8.22,5.06,15172
2.77,Premium,H,I1,62.6,62.0,8.93,8.83,5.56,10424
0.7,Good,H,VS2,62.2,61.6,5.63,5.66,3.51,2428
1.03,Ideal,G,SI1,60.3,58.0,6.57,6.62,3.98,5143
0.3,Ideal,G,VS2,62.3,58.0,4.26,4.28,2.66,545
1.07,Premium,G,SI2,59.8,60.0,6.7,6.65,3.99,4278
0.3,Very Good,G,VVS1,63.2,58.0,4.25,4.23,2.68,1013
0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.18,3.17,2027
2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,15412
1.23,Good,J,SI1,63.1,57.6,6.74,6.8,4.27,4870
2.32,Ideal,G,SI2,61.0,58.0,8.5,8.54,5.2,18532
2.02,Good,E,SI2,58.8,61.0,8.21,8.25,4.84,18236
1.69,Premium,F,VS2,59.8,60.0,7.79,7.74,4.64,14242
1.05,Very Good,D,SI1,60.5,56.0,6.59,6.7,4.0,5821
0.71,Very Good,E,VS2,59.9,59.0,5.79,5.83,3.48,3053
0.28,Good,F,VS1,58.3,58.0,4.33,4.35,2.53,487
1.0,Premium,G,VVS2,62.5,60.0,6.43,6.34,3.99,6702
1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,7891
0.25,Good,E,VVS1,61.4,62.0,4.03,4.05,2.48,498
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5171
0.31,Premium,F,VVS1,61.8,59.0,4.35,4.33,2.68,959
0.75,Ideal,E,VS2,61.6,57.0,5.84,5.81,3.59,2940
0.61,Ideal,E,VS1,61.3,54.0,5.53,5.5,3.38,3004
0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1103
0.5,Ideal,F,VS2,62.7,57.0,5.08,5.1,3.19,1436
0.41,Premium,F,VVS1,61.3,59.0,4.79,4.73,2.92,1356
1.01,Good,F,VS2,61.7,58.0,6.3,6.34,3.9,6288
1.19,Good,G,VVS2,61.1,61.0,6.86,6.83,4.18,8995
0.91,Very Good,F,SI2,62.5,58.0,6.1,6.16,3.83,4334
0.3,Ideal,F,VS2,61.8,56.0,4.3,4.31,2.66,605
2.04,Premium,J,VS2,,59.0,8.25,8.21,5.01,11209
1.24,Ideal,H,VS2,,59.0,6.99,7.03,4.21,7701
0.5,Premium,E,VS2,62.9,60.0,5.04,5.01,3.16,1629
1.01,Premium,F,VS2,59.2,60.0,6.51,6.54,3.86,6416
0.41,Premium,G,VS2,61.6,58.0,4.73,4.78,2.93,827
0.9,Good,I,VS1,63.5,61.0,5.96,6.01,3.8,3666
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3162
0.91,Very Good,G,SI1,63.4,59.0,6.2,6.14,3.91,3763
0.55,Very Good,G,VVS2,57.1,63.0,5.39,5.47,3.1,1879
0.41,Ideal,G,SI1,62.1,55.0,4.78,4.81,2.98,1110
1.0,Good,F,VS2,63.9,62.0,6.26,6.32,4.02,6352
1.53,Ideal,E,SI2,61.2,57.0,7.42,7.46,4.55,10339
1.0,Very Good,F,SI1,61.4,62.0,6.32,6.36,3.89,4851
0.91,Very Good,G,VS1,63.1,61.0,6.13,6.07,3.85,4536
0.52,Very Good,E,SI2,62.9,56.0,5.12,5.15,3.23,1120
0.74,Premium,H,VS2,60.2,58.0,5.92,5.88,3.55,2553
2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93,17136
1.02,Premium,H,SI1,62.9,59.0,6.41,6.38,4.02,4884
0.81,Very Good,E,SI1,60.3,60.0,6.07,6.1,3.67,2797
0.24,Ideal,F,VS2,61.8,57.0,4.02,3.97,2.47,536
0.5,Premium,I,VVS1,58.2,62.0,5.25,5.19,3.04,1415
0.7,Ideal,G,SI2,61.3,58.0,5.67,5.69,3.48,2234
2.33,Very Good,H,SI2,63.2,56.0,8.44,8.35,5.31,13500
1.06,Ideal,F,IF,61.9,55.0,6.54,6.57,4.06,12539
0.31,Ideal,G,VVS1,60.2,58.0,4.37,4.43,2.65,676
1.01,Ideal,I,SI2,62.4,57.0,6.37,6.41,3.99,4336
0.43,Ideal,F,SI2,60.7,57.0,4.88,4.91,2.97,742
0.37,Premium,E,SI1,59.9,59.0,4.7,4.68,2.81,833
1.5,Good,I,SI1,64.2,56.0,7.25,7.14,4.62,7207
0.57,Very Good,J,SI2,59.9,60.0,5.36,5.43,3.23,1235
1.0,Premium,D,SI2,62.4,58.0,6.33,6.36,3.96,4730
1.04,Ideal,E,SI1,62.0,57.0,6.47,6.5,4.02,4530
0.5,Good,E,SI1,63.2,57.0,5.03,5.06,3.19,1316
1.02,Ideal,D,VS1,62.0,56.0,6.46,6.5,4.02,8658
0.71,Ideal,F,VS1,61.5,57.0,5.7,5.74,3.52,3404
1.13,Ideal,E,SI1,62.2,55.0,6.66,6.69,4.15,6563
1.04,Ideal,F,VVS2,61.6,57.0,6.47,6.51,4.0,10804
0.5,Fair,E,SI2,58.0,67.0,5.26,5.17,3.02,851
0.3,Ideal,G,IF,62.2,55.0,4.31,4.34,2.69,863
1.52,Fair,F,SI2,56.3,64.0,7.68,7.62,4.31,8938
0.34,Premium,G,VS2,61.6,60.0,4.47,4.49,2.76,596
0.52,Ideal,D,VS1,62.1,57.0,5.13,5.2,3.21,1914
0.62,Premium,F,VS1,60.1,58.0,5.56,5.48,3.32,1942
0.37,Premium,E,VS2,59.5,59.0,4.71,4.64,2.78,1041
0.76,Premium,F,SI2,61.8,58.0,5.83,5.88,3.62,2469
0.41,Premium,G,VS2,60.9,58.0,4.8,4.83,2.93,827
0.3,Very Good,F,VVS1,61.8,55.0,4.32,4.35,2.68,783
0.43,Very Good,E,VS2,62.8,56.0,4.79,4.86,3.03,981
2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94,6377
0.87,Premium,D,SI1,62.1,58.0,6.08,6.13,3.79,4189
0.37,Premium,F,VS2,60.6,58.0,4.67,4.63,2.82,957
0.39,Very Good,J,VVS1,62.5,58.0,4.61,4.67,2.9,718
1.81,Fair,J,SI1,56.2,62.0,8.14,8.09,4.56,8362
2.12,Premium,J,SI2,62.3,61.0,8.21,8.16,5.1,12140
0.37,Very Good,E,VS2,63.0,58.0,4.53,4.58,2.87,811
0.51,Premium,J,SI1,62.6,59.0,5.1,5.06,3.18,1020
1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98,4360
1.52,Good,G,VS1,64.0,58.0,7.22,7.18,4.61,13903
1.02,Very Good,E,SI2,58.7,63.0,6.61,6.55,3.86,4414
0.53,Ideal,D,VS2,62.2,56.0,5.17,5.18,3.22,1809
1.01,Premium,G,SI1,63.0,58.0,6.35,6.29,3.98,4525
0.51,Ideal,G,VVS2,61.5,57.0,5.13,5.18,3.17,1875
0.31,Very Good,I,VS1,62.8,55.0,4.31,4.35,2.72,489
1.23,Ideal,G,VVS2,62.2,55.0,6.86,6.9,4.28,10317
0.34,Good,D,VVS1,57.4,62.0,4.67,4.71,2.69,957
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4956
0.56,Ideal,G,SI1,62.0,57.0,5.25,5.27,3.26,1631
0.63,Ideal,E,VVS1,61.1,58.0,5.49,5.54,3.37,3181
1.28,Premium,I,SI1,59.4,61.0,7.11,7.04,4.2,3942
1.01,Good,D,SI2,63.6,57.0,6.39,6.35,4.05,4805
0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
0.42,Good,E,VVS2,64.1,57.0,4.7,4.73,3.02,1269
0.41,Ideal,D,SI1,61.7,54.0,4.79,4.78,2.95,1015
1.51,Very Good,H,SI1,61.7,61.0,7.3,7.35,4.52,9218
1.0,Ideal,I,VS1,63.1,57.0,6.32,6.39,4.01,4664
1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,3952
0.7,Good,E,SI1,61.9,58.0,5.63,5.67,3.5,2239
0.53,Ideal,D,SI1,62.0,57.0,5.23,5.19,3.23,1683
0.56,Very Good,G,VS1,59.9,60.0,5.37,5.41,3.23,1912
0.9,Very Good,I,VS2,62.8,52.0,6.19,6.23,3.9,3764
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,7592
0.9,Very Good,F,SI2,62.6,56.0,6.13,6.17,3.85,3368
1.32,Premium,H,SI1,61.5,61.0,7.05,6.97,4.31,7163
0.33,Very Good,I,SI1,63.2,58.0,4.38,4.36,2.76,572
1.04,Premium,H,VS2,60.4,59.0,6.66,6.51,3.98,5777
1.11,Ideal,G,SI2,60.5,56.0,6.71,6.67,4.05,4755
1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8228
1.01,Good,D,SI2,65.1,57.0,6.27,6.32,4.1,4468
1.58,Premium,J,VVS2,61.0,58.0,7.56,7.49,4.59,7592
0.9,Very Good,D,SI1,62.7,56.0,6.12,6.16,3.85,4381
0.28,Very Good,E,VVS2,61.8,58.0,4.2,4.24,2.61,642
1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43,530
0.51,Ideal,G,VS1,60.9,56.0,5.16,5.19,3.15,1708
0.7,Very Good,G,SI2,59.0,62.0,5.79,5.81,3.42,2872
1.16,Ideal,I,SI2,62.4,55.0,6.76,6.69,4.2,3800
